id	multiplicon	genome	list	first	last	order
21732	10866	atroviride	contig_3	Tatro_006400-T1	Tatro_006400-T1	1
21733	10867	reesei	CP016236.1	mRNA_460	mRNA_460	0
21734	10867	atroviride	contig_3	Tatro_006400-T1	Tatro_006400-T1	1
21735	10868	reesei	CP016236.1	mRNA_460	mRNA_460	0
21736	10868	atroviride	contig_3	Tatro_006400-T1	Tatro_006400-T1	1
21737	10869	reesei	CP016236.1	mRNA_460	mRNA_460	0
21738	10869	atroviride	contig_3	Tatro_006400-T1	Tatro_006400-T1	1
21739	10870	reesei	CP016236.1	mRNA_460	mRNA_460	0
21740	10870	atroviride	contig_3	Tatro_006400-T1	Tatro_006400-T1	1
21741	10871	reesei	CP016236.1	mRNA_315	mRNA_315	0
21742	10871	atroviride	contig_3	Tatro_006082-T1	Tatro_006082-T1	1
21743	10872	reesei	CP016236.1	mRNA_315	mRNA_315	0
21744	10872	atroviride	contig_3	Tatro_006082-T1	Tatro_006082-T1	1
21745	10873	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21746	10873	atroviride	contig_2	Tatro_004627-T1	Tatro_004627-T1	1
21747	10874	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21748	10874	atroviride	contig_2	Tatro_004197-T1	Tatro_004197-T1	1
21749	10875	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21750	10875	atroviride	contig_2	Tatro_004197-T1	Tatro_004197-T1	1
21751	10876	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21752	10876	atroviride	contig_2	Tatro_004627-T1	Tatro_004627-T1	1
21753	10877	reesei	CP016236.1	mRNA_8657	mRNA_8657	0
21754	10877	atroviride	contig_2	Tatro_004773-T1	Tatro_004773-T1	1
21755	10878	reesei	CP016236.1	mRNA_8645	mRNA_8645	0
21756	10878	atroviride	contig_2	Tatro_004533-T1	Tatro_004533-T1	1
21757	10879	reesei	CP016236.1	mRNA_8645	mRNA_8645	0
21758	10879	atroviride	contig_2	Tatro_004533-T1	Tatro_004533-T1	1
21759	10880	reesei	CP016236.1	mRNA_8395	mRNA_8395	0
21760	10880	atroviride	contig_2	Tatro_003494-T1	Tatro_003494-T1	1
21761	10881	reesei	CP016236.1	mRNA_8395	mRNA_8395	0
21762	10881	atroviride	contig_2	Tatro_003494-T1	Tatro_003494-T1	1
21763	10882	reesei	CP016236.1	mRNA_8051	mRNA_8051	0
21764	10882	atroviride	contig_2	Tatro_004710-T1	Tatro_004710-T1	1
21765	10883	reesei	CP016236.1	mRNA_8051	mRNA_8051	0
21766	10883	atroviride	contig_2	Tatro_004710-T1	Tatro_004710-T1	1
21767	10884	reesei	CP016236.1	mRNA_7599	mRNA_7599	0
21768	10884	atroviride	contig_2	Tatro_003522-T1	Tatro_003522-T1	1
21769	10885	reesei	CP016236.1	mRNA_6841	mRNA_6841	0
21770	10885	atroviride	contig_2	Tatro_002728-T1	Tatro_002728-T1	1
21771	10886	reesei	CP016236.1	mRNA_6841	mRNA_6841	0
21772	10886	atroviride	contig_2	Tatro_002728-T1	Tatro_002728-T1	1
21773	10887	reesei	CP016236.1	mRNA_5242	mRNA_5242	0
21774	10887	atroviride	contig_2	Tatro_004786-T1	Tatro_004786-T1	1
21775	10888	reesei	CP016236.1	mRNA_5242	mRNA_5242	0
21776	10888	atroviride	contig_2	Tatro_004786-T1	Tatro_004786-T1	1
21777	10889	reesei	CP016236.1	mRNA_4765	mRNA_4781	0
21778	10889	atroviride	contig_2	Tatro_002895-T1	Tatro_002896-T1	1
21779	10890	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21780	10890	atroviride	contig_2	Tatro_004738-T1	Tatro_004738-T1	1
21781	10891	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21782	10891	atroviride	contig_2	Tatro_004363-T1	Tatro_004363-T1	1
21783	10892	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21784	10892	atroviride	contig_2	Tatro_004738-T1	Tatro_004738-T1	1
21785	10893	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21786	10893	atroviride	contig_2	Tatro_004363-T1	Tatro_004363-T1	1
21787	10894	reesei	CP016236.1	mRNA_9137	mRNA_9137	0
21788	10894	atroviride	contig_2	Tatro_003982-T1	Tatro_003982-T1	1
21789	10895	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21790	10895	atroviride	contig_2	Tatro_004691-T1	Tatro_004691-T1	1
21791	10896	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21792	10896	atroviride	contig_2	Tatro_004691-T1	Tatro_004691-T1	1
21793	10897	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21794	10897	atroviride	contig_2	Tatro_004691-T1	Tatro_004691-T1	1
21795	10898	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21796	10898	atroviride	contig_2	Tatro_004691-T1	Tatro_004691-T1	1
21797	10899	reesei	CP016236.1	mRNA_1523	mRNA_1523	0
21798	10899	atroviride	contig_2	Tatro_003536-T1	Tatro_003536-T1	1
21799	10900	reesei	CP016236.1	mRNA_2844	mRNA_2844	0
21800	10900	atroviride	contig_2	Tatro_004693-T1	Tatro_004693-T1	1
21801	10901	reesei	CP016236.1	mRNA_2844	mRNA_2844	0
21802	10901	atroviride	contig_2	Tatro_004693-T1	Tatro_004693-T1	1
21803	10902	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21804	10902	atroviride	contig_2	Tatro_003396-T1	Tatro_003396-T1	1
21805	10903	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21806	10903	atroviride	contig_2	Tatro_002940-T1	Tatro_002940-T1	1
21807	10904	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21808	10904	atroviride	contig_2	Tatro_003396-T1	Tatro_003396-T1	1
21809	10905	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21810	10905	atroviride	contig_2	Tatro_003396-T1	Tatro_003396-T1	1
21811	10906	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21812	10906	atroviride	contig_2	Tatro_002940-T1	Tatro_002940-T1	1
21813	10907	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21814	10907	atroviride	contig_2	Tatro_003396-T1	Tatro_003396-T1	1
21815	10908	reesei	CP016236.1	mRNA_2917	mRNA_2917	0
21816	10908	atroviride	contig_2	Tatro_002746-T1	Tatro_002746-T1	1
21817	10909	reesei	CP016236.1	mRNA_2917	mRNA_2917	0
21818	10909	atroviride	contig_2	Tatro_002746-T1	Tatro_002746-T1	1
21819	10910	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21820	10910	atroviride	contig_2	Tatro_002790-T1	Tatro_002790-T1	1
21821	10911	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21822	10911	atroviride	contig_2	Tatro_002790-T1	Tatro_002790-T1	1
21823	10912	reesei	CP016236.1	mRNA_1280	mRNA_1280	0
21824	10912	atroviride	contig_2	Tatro_003822-T1	Tatro_003822-T1	1
21825	10913	reesei	CP016236.1	mRNA_1280	mRNA_1280	0
21826	10913	atroviride	contig_2	Tatro_003822-T1	Tatro_003822-T1	1
21827	10914	reesei	CP016236.1	mRNA_76	mRNA_76	0
21828	10914	atroviride	contig_2	Tatro_004711-T1	Tatro_004711-T1	1
21829	10915	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21830	10915	atroviride	contig_1	Tatro_001242-T1	Tatro_001242-T1	1
21831	10916	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21832	10916	atroviride	contig_1	Tatro_001646-T1	Tatro_001646-T1	1
21833	10917	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21834	10917	atroviride	contig_1	Tatro_001242-T1	Tatro_001242-T1	1
21835	10918	reesei	CP016236.1	mRNA_8766	mRNA_8766	0
21836	10918	atroviride	contig_1	Tatro_001646-T1	Tatro_001646-T1	1
21837	10919	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21838	10919	atroviride	contig_1	Tatro_000299-T1	Tatro_000299-T1	1
21839	10920	reesei	CP016236.1	mRNA_8611	mRNA_8611	0
21840	10920	atroviride	contig_1	Tatro_000299-T1	Tatro_000299-T1	1
21841	10921	reesei	CP016236.1	mRNA_8333	mRNA_8333	0
21842	10921	atroviride	contig_1	Tatro_000235-T1	Tatro_000235-T1	1
21843	10922	reesei	CP016236.1	mRNA_8333	mRNA_8333	0
21844	10922	atroviride	contig_1	Tatro_000235-T1	Tatro_000235-T1	1
21845	10923	reesei	CP016236.1	mRNA_5353	mRNA_5353	0
21846	10923	atroviride	contig_1	Tatro_001013-T1	Tatro_001013-T1	1
21847	10924	reesei	CP016236.1	mRNA_5353	mRNA_5353	0
21848	10924	atroviride	contig_1	Tatro_001013-T1	Tatro_001013-T1	1
21849	10925	reesei	CP016236.1	mRNA_5353	mRNA_5353	0
21850	10925	atroviride	contig_1	Tatro_001013-T1	Tatro_001013-T1	1
21851	10926	reesei	CP016236.1	mRNA_5353	mRNA_5353	0
21852	10926	atroviride	contig_1	Tatro_001013-T1	Tatro_001013-T1	1
21853	10927	reesei	CP016236.1	mRNA_5353	mRNA_5353	0
21854	10927	atroviride	contig_1	Tatro_001013-T1	Tatro_001013-T1	1
21855	10928	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21856	10928	atroviride	contig_1	Tatro_000437-T1	Tatro_000437-T1	1
21857	10929	reesei	CP016236.1	mRNA_5138	mRNA_5138	0
21858	10929	atroviride	contig_1	Tatro_000437-T1	Tatro_000437-T1	1
21859	10930	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21860	10930	atroviride	contig_1	Tatro_001506-T1	Tatro_001506-T1	1
21861	10931	reesei	CP016236.1	mRNA_4685	mRNA_4685	0
21862	10931	atroviride	contig_1	Tatro_001506-T1	Tatro_001506-T1	1
21863	10932	reesei	CP016236.1	mRNA_4178	mRNA_4178	0
21864	10932	atroviride	contig_1	Tatro_001495-T1	Tatro_001495-T1	1
21865	10933	reesei	CP016236.1	mRNA_4178	mRNA_4178	0
21866	10933	atroviride	contig_1	Tatro_001495-T1	Tatro_001495-T1	1
21867	10934	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21868	10934	atroviride	contig_1	Tatro_001663-T1	Tatro_001663-T1	1
21869	10935	reesei	CP016236.1	mRNA_2308	mRNA_2308	0
21870	10935	atroviride	contig_1	Tatro_001663-T1	Tatro_001663-T1	1
21871	10936	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21872	10936	atroviride	contig_1	Tatro_001284-T1	Tatro_001284-T1	1
21873	10937	reesei	CP016236.1	mRNA_3092	mRNA_3092	0
21874	10937	atroviride	contig_1	Tatro_001284-T1	Tatro_001284-T1	1
21875	10938	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21876	10938	atroviride	contig_1	Tatro_001586-T1	Tatro_001586-T1	1
21877	10939	reesei	CP016236.1	mRNA_1536	mRNA_1536	0
21878	10939	atroviride	contig_1	Tatro_001586-T1	Tatro_001586-T1	1
21879	10940	reesei	CP016236.1	mRNA_438	mRNA_438	0
21880	10940	atroviride	contig_1	Tatro_000873-T1	Tatro_000873-T1	1
21881	10941	reesei	CP016236.1	mRNA_438	mRNA_438	0
21882	10941	atroviride	contig_1	Tatro_000873-T1	Tatro_000873-T1	1
21883	10942	reesei	CP016236.1	mRNA_2729	mRNA_2729	0
21884	10942	atroviride	contig_1	Tatro_001640-T1	Tatro_001640-T1	1
21885	10943	reesei	CP016236.1	mRNA_2729	mRNA_2729	0
21886	10943	atroviride	contig_1	Tatro_001640-T1	Tatro_001640-T1	1
21887	10944	reesei	CP016236.1	mRNA_315	mRNA_315	0
21888	10944	atroviride	contig_1	Tatro_000437-T1	Tatro_000437-T1	1
21889	10945	reesei	CP016236.1	mRNA_315	mRNA_315	0
21890	10945	atroviride	contig_1	Tatro_000437-T1	Tatro_000437-T1	1
21891	10946	reesei	CP016236.1	mRNA_745	mRNA_745	0
21892	10946	atroviride	contig_1	Tatro_000938-T1	Tatro_000938-T1	1
21893	10947	reesei	CP016236.1	mRNA_159	mRNA_159	0
21894	10947	atroviride	contig_1	Tatro_000261-T1	Tatro_000261-T1	1
21895	10948	reesei	CP016236.1	mRNA_159	mRNA_159	0
21896	10948	atroviride	contig_1	Tatro_000261-T1	Tatro_000261-T1	1
21897	10949	reesei	CP016236.1	mRNA_159	mRNA_159	0
21898	10949	atroviride	contig_1	Tatro_000261-T1	Tatro_000261-T1	1
21899	10950	reesei	CP016235.1	mRNA_1005	mRNA_1005	0
21900	10950	reesei	CP016235.1	mRNA_5022	mRNA_5022	1
21901	10951	reesei	CP016235.1	mRNA_1005	mRNA_1005	0
21902	10951	reesei	CP016235.1	mRNA_5022	mRNA_5022	1
21903	10952	reesei	CP016235.1	mRNA_1096	mRNA_1096	0
21904	10952	reesei	CP016235.1	mRNA_1442	mRNA_1442	1
21905	10953	reesei	CP016235.1	mRNA_1096	mRNA_1096	0
21906	10953	reesei	CP016235.1	mRNA_1442	mRNA_1442	1
21907	10954	reesei	CP016235.1	mRNA_814	mRNA_814	0
21908	10954	reesei	CP016235.1	mRNA_8186	mRNA_8186	1
21909	10955	reesei	CP016235.1	mRNA_814	mRNA_814	0
21910	10955	reesei	CP016235.1	mRNA_3302	mRNA_3302	1
21911	10956	reesei	CP016235.1	mRNA_814	mRNA_814	0
21912	10956	reesei	CP016235.1	mRNA_8186	mRNA_8186	1
21913	10957	reesei	CP016235.1	mRNA_814	mRNA_814	0
21914	10957	reesei	CP016235.1	mRNA_3302	mRNA_3302	1
21915	10958	reesei	CP016235.1	mRNA_1471	mRNA_1471	0
21916	10958	reesei	CP016235.1	mRNA_3540	mRNA_3540	1
21917	10959	reesei	CP016235.1	mRNA_1471	mRNA_1471	0
21918	10959	reesei	CP016235.1	mRNA_3540	mRNA_3540	1
21919	10960	reesei	CP016235.1	mRNA_8186	mRNA_8186	0
21920	10960	reesei	CP016235.1	mRNA_3302	mRNA_3302	1
21921	10961	reesei	CP016235.1	mRNA_8186	mRNA_8186	0
21922	10961	reesei	CP016235.1	mRNA_3302	mRNA_3302	1
21923	10962	reesei	CP016235.1	mRNA_141	mRNA_141	0
21924	10962	reesei	CP016234.1	mRNA_960	mRNA_960	1
21925	10963	reesei	CP016235.1	mRNA_141	mRNA_141	0
21926	10963	reesei	CP016234.1	mRNA_960	mRNA_960	1
21927	10964	reesei	CP016235.1	mRNA_472	mRNA_472	0
21928	10964	reesei	CP016234.1	mRNA_8050	mRNA_8050	1
21929	10965	reesei	CP016235.1	mRNA_472	mRNA_472	0
21930	10965	reesei	CP016234.1	mRNA_8050	mRNA_8050	1
21931	10966	reesei	CP016235.1	mRNA_472	mRNA_472	0
21932	10966	reesei	CP016234.1	mRNA_8050	mRNA_8050	1
21933	10967	reesei	CP016235.1	mRNA_472	mRNA_472	0
21934	10967	reesei	CP016234.1	mRNA_8050	mRNA_8050	1
21935	10968	reesei	CP016235.1	mRNA_472	mRNA_472	0
21936	10968	reesei	CP016234.1	mRNA_8050	mRNA_8050	1
21937	10969	reesei	CP016235.1	mRNA_1005	mRNA_1005	0
21938	10969	reesei	CP016234.1	mRNA_1231	mRNA_1231	1
21939	10970	reesei	CP016235.1	mRNA_1005	mRNA_1005	0
21940	10970	reesei	CP016234.1	mRNA_1231	mRNA_1231	1
21941	10971	reesei	CP016235.1	mRNA_688	mRNA_688	0
21942	10971	reesei	CP016234.1	mRNA_8209	mRNA_8209	1
21943	10972	reesei	CP016235.1	mRNA_688	mRNA_688	0
21944	10972	reesei	CP016234.1	mRNA_8209	mRNA_8209	1
21945	10973	reesei	CP016235.1	mRNA_688	mRNA_688	0
21946	10973	reesei	CP016234.1	mRNA_8209	mRNA_8209	1
21947	10974	reesei	CP016235.1	mRNA_688	mRNA_688	0
21948	10974	reesei	CP016234.1	mRNA_8209	mRNA_8209	1
21949	10975	reesei	CP016235.1	mRNA_1497	mRNA_1497	0
21950	10975	reesei	CP016234.1	mRNA_1710	mRNA_1710	1
21951	10976	reesei	CP016235.1	mRNA_1497	mRNA_1497	0
21952	10976	reesei	CP016234.1	mRNA_1710	mRNA_1710	1
21953	10977	reesei	CP016235.1	mRNA_1844	mRNA_1844	0
21954	10977	reesei	CP016234.1	mRNA_4336	mRNA_4336	1
21955	10978	reesei	CP016235.1	mRNA_418	mRNA_418	0
21956	10978	reesei	CP016234.1	mRNA_2246	mRNA_2246	1
21957	10979	reesei	CP016235.1	mRNA_418	mRNA_418	0
21958	10979	reesei	CP016234.1	mRNA_2246	mRNA_2246	1
21959	10980	reesei	CP016235.1	mRNA_815	mRNA_815	0
21960	10980	reesei	CP016234.1	mRNA_7512	mRNA_7512	1
21961	10981	reesei	CP016235.1	mRNA_815	mRNA_815	0
21962	10981	reesei	CP016234.1	mRNA_7512	mRNA_7512	1
21963	10982	reesei	CP016235.1	mRNA_6013	mRNA_6013	0
21964	10982	reesei	CP016234.1	mRNA_2380	mRNA_2380	1
21965	10983	reesei	CP016235.1	mRNA_6013	mRNA_6013	0
21966	10983	reesei	CP016234.1	mRNA_2380	mRNA_2380	1
21967	10984	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
21968	10984	reesei	CP016234.1	mRNA_1260	mRNA_1260	1
21969	10985	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
21970	10985	reesei	CP016234.1	mRNA_2316	mRNA_2316	1
21971	10986	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
21972	10986	reesei	CP016234.1	mRNA_1260	mRNA_1260	1
21973	10987	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
21974	10987	reesei	CP016234.1	mRNA_1260	mRNA_1260	1
21975	10988	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
21976	10988	reesei	CP016234.1	mRNA_2316	mRNA_2316	1
21977	10989	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
21978	10989	reesei	CP016234.1	mRNA_1260	mRNA_1260	1
21979	10990	reesei	CP016235.1	mRNA_9125	mRNA_9125	0
21980	10990	reesei	CP016234.1	mRNA_7506	mRNA_7506	1
21981	10991	reesei	CP016235.1	mRNA_9125	mRNA_9125	0
21982	10991	reesei	CP016234.1	mRNA_7506	mRNA_7506	1
21983	10992	reesei	CP016235.1	mRNA_9125	mRNA_9125	0
21984	10992	reesei	CP016234.1	mRNA_7506	mRNA_7506	1
21985	10993	reesei	CP016235.1	mRNA_2021	mRNA_2021	0
21986	10993	reesei	CP016234.1	mRNA_7860	mRNA_7860	1
21987	10994	reesei	CP016235.1	mRNA_2021	mRNA_2021	0
21988	10994	reesei	CP016234.1	mRNA_7860	mRNA_7860	1
21989	10995	reesei	CP016235.1	mRNA_2021	mRNA_2021	0
21990	10995	reesei	CP016234.1	mRNA_7860	mRNA_7860	1
21991	10996	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
21992	10996	reesei	CP016234.1	mRNA_562	mRNA_562	1
21993	10997	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
21994	10997	reesei	CP016234.1	mRNA_4557	mRNA_4557	1
21995	10998	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
21996	10998	reesei	CP016234.1	mRNA_562	mRNA_562	1
21997	10999	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
21998	10999	reesei	CP016234.1	mRNA_562	mRNA_562	1
21999	11000	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
22000	11000	reesei	CP016234.1	mRNA_562	mRNA_562	1
22001	11001	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
22002	11001	reesei	CP016234.1	mRNA_562	mRNA_562	1
22003	11002	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
22004	11002	reesei	CP016234.1	mRNA_562	mRNA_562	1
22005	11003	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
22006	11003	reesei	CP016234.1	mRNA_4557	mRNA_4557	1
22007	11004	reesei	CP016235.1	mRNA_5379	mRNA_5379	0
22008	11004	reesei	CP016234.1	mRNA_562	mRNA_562	1
22009	11005	reesei	CP016235.1	mRNA_5351	mRNA_5351	0
22010	11005	reesei	CP016234.1	mRNA_8581	mRNA_8581	1
22011	11006	reesei	CP016235.1	mRNA_5351	mRNA_5351	0
22012	11006	reesei	CP016234.1	mRNA_8581	mRNA_8581	1
22013	11007	reesei	CP016235.1	mRNA_2935	mRNA_2935	0
22014	11007	reesei	CP016234.1	mRNA_3389	mRNA_3389	1
22015	11008	reesei	CP016235.1	mRNA_2935	mRNA_2935	0
22016	11008	reesei	CP016234.1	mRNA_3389	mRNA_3389	1
22017	11009	reesei	CP016235.1	mRNA_2536	mRNA_2536	0
22018	11009	reesei	CP016234.1	mRNA_7480	mRNA_7480	1
22019	11010	reesei	CP016235.1	mRNA_2536	mRNA_2536	0
22020	11010	reesei	CP016234.1	mRNA_7480	mRNA_7480	1
22021	11011	reesei	CP016235.1	mRNA_1606	mRNA_1606	0
22022	11011	reesei	CP016234.1	mRNA_1525	mRNA_1525	1
22023	11012	reesei	CP016235.1	mRNA_1606	mRNA_1606	0
22024	11012	reesei	CP016234.1	mRNA_1525	mRNA_1525	1
22025	11013	reesei	CP016235.1	mRNA_1496	mRNA_1496	0
22026	11013	reesei	CP016234.1	mRNA_7631	mRNA_7631	1
22027	11014	reesei	CP016235.1	mRNA_1496	mRNA_1496	0
22028	11014	reesei	CP016234.1	mRNA_7631	mRNA_7631	1
22029	11015	reesei	CP016235.1	mRNA_1496	mRNA_1496	0
22030	11015	reesei	CP016234.1	mRNA_7631	mRNA_7631	1
22031	11016	reesei	CP016235.1	mRNA_4591	mRNA_4591	0
22032	11016	reesei	CP016234.1	mRNA_796	mRNA_796	1
22033	11017	reesei	CP016235.1	mRNA_4591	mRNA_4591	0
22034	11017	reesei	CP016234.1	mRNA_796	mRNA_796	1
22035	11018	reesei	CP016235.1	mRNA_5022	mRNA_5022	0
22036	11018	reesei	CP016234.1	mRNA_1231	mRNA_1231	1
22037	11019	reesei	CP016235.1	mRNA_5022	mRNA_5022	0
22038	11019	reesei	CP016234.1	mRNA_1231	mRNA_1231	1
22039	11020	reesei	CP016235.1	mRNA_5	mRNA_5	0
22040	11020	reesei	CP016233.1	mRNA_3982	mRNA_3982	1
22041	11021	reesei	CP016235.1	mRNA_5	mRNA_5	0
22042	11021	reesei	CP016233.1	mRNA_3982	mRNA_3982	1
22043	11022	reesei	CP016235.1	mRNA_472	mRNA_472	0
22044	11022	reesei	CP016233.1	mRNA_5106	mRNA_5106	1
22045	11023	reesei	CP016235.1	mRNA_472	mRNA_472	0
22046	11023	reesei	CP016233.1	mRNA_5106	mRNA_5106	1
22047	11024	reesei	CP016235.1	mRNA_220	mRNA_220	0
22048	11024	reesei	CP016233.1	mRNA_2678	mRNA_2678	1
22049	11025	reesei	CP016235.1	mRNA_3985	mRNA_3985	0
22050	11025	reesei	CP016233.1	mRNA_1391	mRNA_1391	1
22051	11026	reesei	CP016235.1	mRNA_3985	mRNA_3985	0
22052	11026	reesei	CP016233.1	mRNA_1391	mRNA_1391	1
22053	11027	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
22054	11027	reesei	CP016233.1	mRNA_564	mRNA_564	1
22055	11028	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
22056	11028	reesei	CP016233.1	mRNA_6509	mRNA_6509	1
22057	11029	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
22058	11029	reesei	CP016233.1	mRNA_564	mRNA_564	1
22059	11030	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
22060	11030	reesei	CP016233.1	mRNA_564	mRNA_564	1
22061	11031	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
22062	11031	reesei	CP016233.1	mRNA_6509	mRNA_6509	1
22063	11032	reesei	CP016235.1	mRNA_8354	mRNA_8354	0
22064	11032	reesei	CP016233.1	mRNA_564	mRNA_564	1
22065	11033	reesei	CP016235.1	mRNA_8993	mRNA_8993	0
22066	11033	reesei	CP016233.1	mRNA_2731	mRNA_2731	1
22067	11034	reesei	CP016235.1	mRNA_8993	mRNA_8993	0
22068	11034	reesei	CP016233.1	mRNA_2731	mRNA_2731	1
22069	11035	reesei	CP016235.1	mRNA_8993	mRNA_8993	0
22070	11035	reesei	CP016233.1	mRNA_2731	mRNA_2731	1
22071	11036	reesei	CP016235.1	mRNA_8956	mRNA_8956	0
22072	11036	reesei	CP016233.1	mRNA_2785	mRNA_2785	1
22073	11037	reesei	CP016235.1	mRNA_8956	mRNA_8956	0
22074	11037	reesei	CP016233.1	mRNA_2785	mRNA_2785	1
22075	11038	reesei	CP016235.1	mRNA_3132	mRNA_3132	0
22076	11038	reesei	CP016233.1	mRNA_7143	mRNA_7143	1
22077	11039	reesei	CP016235.1	mRNA_3132	mRNA_3132	0
22078	11039	reesei	CP016233.1	mRNA_7143	mRNA_7143	1
22079	11040	reesei	CP016235.1	mRNA_3204	mRNA_3204	0
22080	11040	reesei	CP016233.1	mRNA_402	mRNA_402	1
22081	11041	reesei	CP016235.1	mRNA_3204	mRNA_3204	0
22082	11041	reesei	CP016233.1	mRNA_402	mRNA_402	1
22083	11042	reesei	CP016235.1	mRNA_3288	mRNA_3288	0
22084	11042	reesei	CP016233.1	mRNA_1992	mRNA_1992	1
22085	11043	reesei	CP016235.1	mRNA_3288	mRNA_3288	0
22086	11043	reesei	CP016233.1	mRNA_1992	mRNA_1992	1
22087	11044	reesei	CP016235.1	mRNA_4527	mRNA_4527	0
22088	11044	reesei	CP016233.1	mRNA_1467	mRNA_1467	1
22089	11045	reesei	CP016235.1	mRNA_5303	mRNA_5303	0
22090	11045	reesei	CP016233.1	mRNA_2911	mRNA_2911	1
22091	11046	reesei	CP016235.1	mRNA_5303	mRNA_5303	0
22092	11046	reesei	CP016233.1	mRNA_2911	mRNA_2911	1
22093	11047	reesei	CP016235.1	mRNA_1096	mRNA_1096	0
22094	11047	reesei	CP016232.1	mRNA_168	mRNA_168	1
22095	11048	reesei	CP016235.1	mRNA_1096	mRNA_1096	0
22096	11048	reesei	CP016232.1	mRNA_168	mRNA_168	1
22097	11049	reesei	CP016235.1	mRNA_1427	mRNA_1427	0
22098	11049	reesei	CP016232.1	mRNA_5955	mRNA_5955	1
22099	11050	reesei	CP016235.1	mRNA_1427	mRNA_1427	0
22100	11050	reesei	CP016232.1	mRNA_5955	mRNA_5955	1
22101	11051	reesei	CP016235.1	mRNA_1442	mRNA_1442	0
22102	11051	reesei	CP016232.1	mRNA_168	mRNA_168	1
22103	11052	reesei	CP016235.1	mRNA_1442	mRNA_1442	0
22104	11052	reesei	CP016232.1	mRNA_168	mRNA_168	1
22105	11053	reesei	CP016235.1	mRNA_1442	mRNA_1442	0
22106	11053	reesei	CP016232.1	mRNA_168	mRNA_168	1
22107	11054	reesei	CP016235.1	mRNA_1747	mRNA_1747	0
22108	11054	reesei	CP016232.1	mRNA_2089	mRNA_2089	1
22109	11055	reesei	CP016235.1	mRNA_1747	mRNA_1747	0
22110	11055	reesei	CP016232.1	mRNA_2089	mRNA_2089	1
22111	11056	reesei	CP016235.1	mRNA_1747	mRNA_1747	0
22112	11056	reesei	CP016232.1	mRNA_2089	mRNA_2089	1
22113	11057	reesei	CP016235.1	mRNA_815	mRNA_815	0
22114	11057	reesei	CP016232.1	mRNA_879	mRNA_879	1
22115	11058	reesei	CP016235.1	mRNA_815	mRNA_815	0
22116	11058	reesei	CP016232.1	mRNA_879	mRNA_879	1
22117	11059	reesei	CP016235.1	mRNA_815	mRNA_815	0
22118	11059	reesei	CP016232.1	mRNA_879	mRNA_879	1
22119	11060	reesei	CP016235.1	mRNA_815	mRNA_815	0
22120	11060	reesei	CP016232.1	mRNA_879	mRNA_879	1
22121	11061	reesei	CP016235.1	mRNA_2419	mRNA_2419	0
22122	11061	reesei	CP016232.1	mRNA_7591	mRNA_7591	1
